"NEW_BP"|"DEPARTAMENTO"|"MUNICIPIO"|"CIUDAD"|"BARRIO_CASERIO"
"1572279576"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA PAYAQUI"
"1580361774"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA SUYAPA"
"1572279695"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RES ALTOS DE MIRAFLORES SUR"
"1572900603"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO LA LIBERTAD"
"1572280938"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA RANCHO EL COCO"
"1572279338"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA FLORENCIA NORTE"
"1572280115"|"YORO"|"YORO"|"YORO"|"COLONIA RAFAEL DIAZ CHAVEZ"
"1572278296"|"ATLANTIDA"|"TELA"|"TELA"|"BARRIO EL RETIRO"
"1581581053"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO"
"1572278163"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"VILLA GABRIELA"
"1572279279"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA ESPERANZA"
"1572282580"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN FRANCISCO"
"1571992889"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA AMERICA"
"1579367064"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA JARDINES DEL VALLE"
"1572749959"|"VALLE"|"SAN LORENZO"|"SAN LORENZO"|"BARRIO MONGOLLANO"
"1572279225"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"VILLAS DE SAN IGNACIO"
"1572631637"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BOULEVARD JUAN PABLO II"
"1572307255"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOS ROBLES"
"1578203971"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"COLONIA COROCOL"
"1572280647"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO MACARUYA"
"1572279228"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN IGNACION"
"1572727667"|"CORTES"|"SAN PEDRO SULA"|"COFRADIA"|"COLONIA BRISAS DEL VALLE"
"1572278081"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"BARRIO MONTE VIDEO"
"1572280324"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA SIERRA PINA"
"1572949892"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SATELITE I ETAPA"
"1577624161"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN JOSE DE LA VEGA"
"1572278952"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SATELITE"
"1579654535"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"LOMAS DE TONCONTIN"
"1572004414"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO CIENAGUITA"
"1577802498"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA ESPERANZA"
"1572282489"|"LA PAZ"|"MARCALA"|"MARCALA"|"BARRIO SAN RAFAEL"
"1572279211"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL EL DORADO"
"1572278416"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"RESIDENCIAL MIRAVALLE"
"1572845262"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO LEMPIRA"
"1572279310"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL VILLA REAL"
"1572946309"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL SITIO"
"1571687270"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LOS NARANJOS"
"1572279596"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA FLOR DEL CAMPO"
"1571613136"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"MONTE PLACENTEROS O LOS FUERTES"
"1572012065"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA DAVID BETANCOURT"
"1572541985"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SANTA MONICA"
"1572282456"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"EL PORTILLO DE LA CRUZ"
"1572715347"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA LOS ANGELES"
"1572278846"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"COLONIA BENDECK"
"1572855990"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"COLONIA PALERMO"
"1572280847"|"CORTES"|"SANTA CRUZ DE YOJOA"|"PUEBLO QUEMADO"|"PUEBLO QUEMADO"
"1580273722"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO VILLA ADELA"
"1572280699"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"BARRIO DOLORES O EL SALTO"
"1577843267"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VILLA FRANCA"
"1572145916"|"COLON"|"BONITO ORIENTAL"|"BONITO ORIENTAL"|"LAS ACACIAS"
"1579021237"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CERRO GRANDE"
"1579027062"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL PLAZA"
"1572280105"|"YORO"|"YORO"|"YORO"|"BARRIO EL PANTANO"
"1572279973"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"BARRIO EL CENTRO"
"1572279953"|"SANTA BARBARA"|"LAS VEGAS"|"LAS VEGAS"|"BARRIO LA GUADALUPE"
"1571817811"|"VALLE"|"SAN LORENZO"|"SAN LORENZO"|"BARRIO SAN ANTONIO"
"1572279585"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CENTRO AMERICA OESTE"
"1571959883"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL PALMA REAL"
"1572087398"|"FRANCISCO MORAZAN"|"TATUMBLA"|"TATUMBLA"|"LAS CRUCITAS"
"1571717152"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA FALDAS DEL PEDREGAL"
"1577916326"|"COLON"|"TOCOA"|"TOCOA"|"BARRIO EL ESTADIO"
"1571535143"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA VILLA MARY"
"1572316243"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ALAMEDA"
"1571929114"|"SANTA BARBARA"|"AZACUALPA"|"AGUALOTE"|"COLONIA LAS PALMERAS"
"1572921839"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA TOROCAGUA"
"1580514477"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA IZAGUIRRE"
"1572281020"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA KAWUAS"
"1571609468"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA HERNANDEZ MOREL"
"1578698099"|"COLON"|"TOCOA"|"TOCOA"|"COL  MONTE FRESCO"
"1580267794"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CERRO GRANDE"
"1572279852"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOMAS DE TILOARQUE II ETAPA"
"1572279208"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"GERMANIA"|"RESIDENCIAL LOMAS DE GERMANIA"
"1580608263"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VILLA NUEVA NORTE"
"1571718173"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RES CAMPO VERDE"
"1572279288"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL PORTAL DEL BOSQUE"
"1573090774"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA FESITRANH"
"1572278186"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA VILLA MARY"
"1572279995"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL PASEO LAS CAMPANAS"
"1572280564"|"COLON"|"TOCOA"|"SALAM "|"COOPERATIVA SALAMA O COLONIA SUYAPA"
"1571695339"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO GUADALUPE"
"1572931860"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOMAS DE LA FLORIDA"
"1571690031"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ALAMEDA"
"1579351373"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOS PINOS"
"1572280055"|"YORO"|"YORO"|"YORO"|"BARRIO SAN JOSE"
"1572278171"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"VILLA GABRIELA"
"1580307563"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL MANANTIAL"
"1577614580"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LAS COLINAS"
"1571658989"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN ANGEL"
"1572541160"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"TEGUCIGALPA"|" RESIDENCIAL CENTROAMERICA ESTE BL"
"1580396446"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LA PUERTA NO.2"
"1579417494"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO SAN BLAS"
"1571533457"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"RESIDENCIAL MONTE REAL"
"1572133129"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"BARRIO ABAJO"
"1580094665"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SANTA CECILIA"
"1580170116"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA SAN FRANCISCO"
"1571567329"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA ALHAMBRA"
"1572282421"|"ISLAS DE LA BAHIA"|"GUANAJA"|"GUANAJA"|"COOP. ARMADORES"
"1580101740"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA JUAN LINDO"
"1572011311"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA ERA NO. 1"
"1572281963"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"TAMARA"|"COLONIA BETANIA"
"1572278633"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"VILLA NUEVA"|"VILLA NUEVA"
"1572279521"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL EL DORADO"
"1572279508"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO BUENOS AIRES"
"1572468975"|"VALLE"|"SAN LORENZO"|"SAN LORENZO"|"BARRIO LA CEIBITA"
"1572278295"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"BARRIO EL CARMEN"
"1571975069"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"NUEVA JERUSALEN NUMERO 1"
"1572281364"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL EL DORADO"
"1572281314"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO CENTRO DE TEGUCIGALPA"
"1572280036"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"BARRIO LEMPIRA"
"1572280019"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL HONDURAS"
"1572328335"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO"
"1572279467"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO ABAJO"
"1571541754"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA LOS MAESTROS"
"1580080790"|"EL PARAISO"|"YUSCARAN"|"YUSCARAN"|"BARRIO EL ROBLEDAL"
"1572280276"|"YORO"|"YORO"|"YORO"|"COLONIA SANTA LUCIA"
"1571570154"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA SAN MARTIN"
"1578321608"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RES.EL TRAPICHE"
"1572279774"|"COPAN"|"COPAN RUINAS"|"COPAN RUINAS"|"BARRIO EL CENTRO"
"1571574575"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL PRADOS UNIVERSITARIOS"
"1580707669"|"FRANCISCO MORAZAN"|"SANTA ANA"|"LA BODEGA"|"RESIDENCIAL EL MANANTIAL"
"1571832671"|"YORO"|"OLANCHITO"|"OLANCHITO"|"COLONIA LA LIBERTAD"
"1573097070"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CERRO GRANDE"
"1572320920"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL HOGAR"
"1579220301"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MONTEREY"
"1572733761"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA AURORA"
"1572615467"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LOS ALPES"
"1572652204"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO BUENA VISTA"
"1581158658"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LA CANADA"
"1572852572"|"CORTES"|"SAN PEDRO SULA"|"EL CORBANO"|"COLONIA LA FORTALEZA"
"1572279954"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LAS DELICIAS"
"1571832306"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"RESIDENCIAL COSTAS VERDES VILLA"
"1572279961"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"VILLAS DE SAN IGNACIO"
"1572663056"|"GRACIAS A DIOS"|"PUERTO LEMPIRA"|"PUERTO LEMPIRA"|"COL. OLAS DEL MAR"
"1573093544"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CIUDAD JARDIN"
"1571922776"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA STIBYS"
"1571557598"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA PIZZATI 3 ETAPA"
"1572281046"|"SANTA BARBARA"|"AZACUALPA"|"AGUALOTE"|"COLONIA BELLA VISTA NO. 1"
"1572281078"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO LAS COLINAS"
"1572281123"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO CIENAGUITA"
"1579643477"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA PEDREGAL DE SAN JOSE"
"1572281252"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO ALEGRIA"
"1572281361"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL ZARAHENLA"
"1572281543"|"FRANCISCO MORAZAN"|"SANTA LUCIA"|"EL CHIMBO"|"RESIDENCIAL SANTA LUCIA"
"1572106381"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA ARMANDO GALE NO.2"
"1572599847"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO VALLE"
"1572954642"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"GERMANIA"|"RESIDENCIAL LOMAS DE GERMANIA"
"1571850107"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA TREJO"
"1579566282"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"ALDEA EL CARMEN"
"1579567511"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL CENTRO AMERICA ESTE IV E"
"1572890071"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA BUENOS AMIGOS"
"1572282503"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA RESIDENCIAL LAS HADAS"
"1572282536"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA JOYA"
"1580681478"|"LA PAZ"|"LA PAZ"|"LA PAZ"|"COLONIA ALICIA MALDONADO DE ELVIR"
"1572282822"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"COLONIA BELLA AURORA"
"1572660979"|"EL PARAISO"|"TEUPASENTI"|"TEUPASENTI"|"BARRIO LAS BRISAS"
"1572283356"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"BARRIO LOS ANGELES"
"1571786810"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA VILLA ERNESTINA I"
"1571613956"|"SANTA BARBARA"|"LAS VEGAS"|"LAS VEGAS"|"BARRIO PARAISO ESCONDIDO"
"1571692524"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA BELLA ORIENTE"
"1572161487"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO SATUYE"
"1578892744"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"BARRIO MEDINA"
"1572280357"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA EL SAUCE"
"1572804744"|"COLON"|"TOCOA"|"TAUJICA"|"COLONIA TOCOA LINDA"
"1572804606"|"COLON"|"TOCOA"|"TOCOA"|"COLONIA NUEVA JERUSALEN"
"1579827620"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA JOSE ANGEL ULLOA"
"1572670745"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LAS TORRES"
"1571742849"|"ISLAS DE LA BAHIA"|"ROATAN"|"FRENCH HARBOR"|"COLONIA SANTA MARIA"
"1579231453"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"BARRIO LA GLORIA"
"1580380977"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA SOSA"
"1572280536"|"COLON"|"TOCOA"|"TOCOA"|"COLONIA EL TORONJAL"
"1572639247"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA VILLA NUEVA NORTE"
"1572465799"|"CORTES"|"LA LIMA"|"LA LIMA"|"COLONIA NUEVO SAN JUAN I ETAPA"
"1580096925"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"CERRO GRANDE"
"1572280570"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO LOURDES"
"1571695713"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA HATO DE EN MEDIO SECTOR 6"
"1572280639"|"COLON"|"TRUJILLO"|"TRUJILLO"|"BARRIO EL CENTRO"
"1572301961"|"EL PARAISO"|"DANLI"|"DANLI"|"COLONIA NUEVA ESPERANZA"
"1579539813"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"BARRIO LOS DOLORES"
"1571603813"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MONTEFRESCO"
"1572280738"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"BARRIO LOS ALMENDROS"
"1578385852"|"CHOLUTECA"|"SAN MARCOS DE COLON"|"SAN MARCOS DE COLON"|"BARRIO PANAMA"
"1572887167"|"CORTES"|"VILLANUEVA"|"VILLANUEVA"|"BARRIO MIGUEL CALVO"
"1571847712"|"CORTES"|"CHOLOMA"|"CHOLOMA"|"COLONIA ALTOS DE SANTA FE"
"1572278897"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RES.EL TRAPICHE"
"1572279246"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA MIRAFLORES"
"1572279220"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA EL DORADO"
"1572278920"|"CORTES"|"SANTA CRUZ DE YOJOA"|"SANTA CRUZ DE YOJOA"|"BARRIO EL CENTRO"
"1579106039"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA UNIVERSIDAD"
"1572278053"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"COLONIA LAS DELICIAS"
"1572278934"|"CORTES"|"VILLANUEVA"|"VILLANUEVA"|"COLONIA SIBONEY"
"1571680230"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA SAN ANGEL"
"1572279319"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL EL SAUCE"
"1572278864"|"CHOLUTECA"|"CHOLUTECA"|"BARRIO LA PROVIDENCIA"|"BOULEVARD MAURICIO OLIVA."
"1572278417"|"COMAYAGUA"|"SIGUATEPEQUE"|"SIGUATEPEQUE"|"BARRIO SAN ANTONIO"
"1572278859"|"CORTES"|"PUERTO CORTES"|"PUERTO CORTES"|"BARRIO SAN RAMON"
"1578463903"|"CORTES"|"VILLANUEVA"|"VILLANUEVA"|"BARRIO LA VICTORIA"
"1577807457"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA MIGUEL ANGEL PAVON I"
"1571657931"|"CHOLUTECA"|"CHOLUTECA"|"CHOLUTECA"|"COLONIA VENECIA"
"1572279021"|"FRANCISCO MORAZAN"|"SANTA LUCIA"|"SANTA LUCIA"|"SANTA LUCIA"
"1571664841"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA PALMIRA"
"1571677178"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA TRES CAMINOS"
"1572278141"|"COLON"|"TRUJILLO"|"TRUJILLO"|"BARRIO SAN MARTIN"
"1573025726"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"RESIDENCIAL MARGARITA 6"
"1571604003"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA PANTING"
"1572296531"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"LOMAS DE TONCONTIN"
"1577928998"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA CERRO GRANDE"
"1579326537"|"OLANCHO"|"JUTICALPA"|"JUTICALPA"|"BARRIO EL PORTILLO"
"1571922481"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA LA LIBERTAD"
"1578586297"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA BUENOS AIRES"
"1571691115"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA CAMPANA"
"1571820047"|"YORO"|"OLANCHITO"|"CAMPO NERONES"|"CAMPO NERONES"
"1572278507"|"COPAN"|"SANTA ROSA DE COPAN"|"SANTA ROSA DE COPAN"|"BARRIO SANTA TERESA"
"1572280545"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA BRISAS DE ALTAMIRA"
"1572001049"|"CORTES"|"SAN PEDRO SULA"|"SAN PEDRO SULA"|"COLONIA SMITH"
"1579284446"|"CORTES"|"LA LIMA"|"LA LIMA"|"COLONIA LA ALFA"
"1572280102"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"COLONIA LA JOYA"
"1572049749"|"FRANCISCO MORAZAN"|"DISTRITO CENTRAL"|"DISTRITO CENTRAL"|"RESIDENCIAL LA ARBOLEDA"
"1578925301"|"ATLANTIDA"|"LA CEIBA"|"LA CEIBA"|"RESIDENCIAL VISTA AL MAR"
"1571695516"|"COMAYAGUA"|"COMAYAGUA"|"COMAYAGUA"|"COLONIA NUEVA COMAYAGUA II"
"1577772749"|"ATLANTIDA"|"EL PORVENIR"|"EL PINO"|"COLONIA MONTE HEBRON"
"1572278160"|"YORO"|"OLANCHITO"|"OLANCHITO"|"COLONIA BELLA VISTA"
"1572573599"|"CORTES"|"SAN PEDRO SULA"|"COFRADIA"|"COLONIA SAN MANUEL"
"1581034499"|"CORTES"|"LA LIMA"|"LA LIMA"|"RESIDENCIAL ORO VERDE"
"1573022556"|"YORO"|"EL PROGRESO"|"EL PROGRESO"|"LOTIFICACION AURORA"
